clean_url,locale,file,gsc_clicks,gsc_impressions,gsc_position,reason
/fr/china-visa-extension,fr,www2/fr/china-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/colombia-visa-extension,fr,www2/fr/colombia-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/costa-rica-visa-extension,fr,www2/fr/costa-rica-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/croatia-visa-extension,fr,www2/fr/croatia-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/czech-republic-visa-extension,fr,www2/fr/czech-republic-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/denmark-visa-extension,fr,www2/fr/denmark-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/destination,fr,www2/fr/destination.html,0,0,0,Type non classe automatiquement
/fr/digital-nomad-visas-guide,fr,www2/fr/digital-nomad-visas-guide.html,0,0,0,Type non classe automatiquement
/fr/disclaimer,fr,www2/fr/disclaimer.html,0,0,0,Type non classe automatiquement
/fr/editorial-policy,fr,www2/fr/editorial-policy.html,0,0,0,Type non classe automatiquement
/fr/expat-guides,fr,www2/fr/expat-guides.html,0,0,0,Type non classe automatiquement
/fr/france-visa-extension,fr,www2/fr/france-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/germany-visa-extension,fr,www2/fr/germany-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/hong-kong-visa-extension,fr,www2/fr/hong-kong-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/how-to-apply-evisa,fr,www2/fr/how-to-apply-evisa.html,0,0,0,Type non classe automatiquement
/fr/hungary-visa-extension,fr,www2/fr/hungary-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/index,fr,www2/fr/index.html,0,0,0,Type non classe automatiquement
/fr/india-evisa,fr,www2/fr/india-evisa.html,0,0,0,Type non classe automatiquement
/fr/india-visa-extension,fr,www2/fr/india-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/indonesia-evoa,fr,www2/fr/indonesia-evoa.html,0,0,0,Type non classe automatiquement
/fr/indonesia-visa-extension,fr,www2/fr/indonesia-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/ireland-visa-extension,fr,www2/fr/ireland-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/italy-visa-extension,fr,www2/fr/italy-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/japan-visa-extension,fr,www2/fr/japan-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/jordan-visa-extension,fr,www2/fr/jordan-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/malaysia-visa-extension,fr,www2/fr/malaysia-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/maldives-visa-extension,fr,www2/fr/maldives-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/mexico-fmm-tourist-card,fr,www2/fr/mexico-fmm-tourist-card.html,0,0,0,Type non classe automatiquement
/fr/nepal-evisa,fr,www2/fr/nepal-evisa.html,0,0,0,Type non classe automatiquement
/fr/nepal-visa-extension,fr,www2/fr/nepal-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/netherlands-visa-extension,fr,www2/fr/netherlands-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/new-zealand-visa-extension,fr,www2/fr/new-zealand-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/norway-visa-extension,fr,www2/fr/norway-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/our-methodology,fr,www2/fr/our-methodology.html,0,0,0,Type non classe automatiquement
/fr/philippines-visa-extension,fr,www2/fr/philippines-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/poland-visa-extension,fr,www2/fr/poland-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/portugal-visa-extension,fr,www2/fr/portugal-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/romania-visa-extension,fr,www2/fr/romania-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/schengen-visa-guide-2026,fr,www2/fr/schengen-visa-guide-2026.html,0,0,0,Type non classe automatiquement
/fr/singapore-visa-extension,fr,www2/fr/singapore-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/spain-visa-extension,fr,www2/fr/spain-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/sri-lanka-eta,fr,www2/fr/sri-lanka-eta.html,0,0,0,Type non classe automatiquement
/fr/sri-lanka-visa-extension,fr,www2/fr/sri-lanka-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/sweden-visa-extension,fr,www2/fr/sweden-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/switzerland-visa-extension,fr,www2/fr/switzerland-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/taiwan-evisa,fr,www2/fr/taiwan-evisa.html,0,0,0,Type non classe automatiquement
/fr/thailand-evisa,fr,www2/fr/thailand-evisa.html,0,0,0,Type non classe automatiquement
/fr/thailand-visa-extension,fr,www2/fr/thailand-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/travel-insurance-for-visa-applications,fr,www2/fr/travel-insurance-for-visa-applications.html,0,0,0,Type non classe automatiquement
/fr/turkey-evisa,fr,www2/fr/turkey-evisa.html,0,0,0,Type non classe automatiquement
/fr/turkey-visa-extension,fr,www2/fr/turkey-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/uae-visa-extension,fr,www2/fr/uae-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/united-kingdom-visa-extension,fr,www2/fr/united-kingdom-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/usa-visa-extension,fr,www2/fr/usa-visa-extension.html,0,0,0,Type non classe automatiquement
/fr/vietnam-evisa,fr,www2/fr/vietnam-evisa.html,0,0,0,Type non classe automatiquement
/fr/vietnam-visa-extension,fr,www2/fr/vietnam-visa-extension.html,0,0,0,Type non classe automatiquement
/index,root,www2/index.html,0,0,0,Type non classe automatiquement
/ja/about-our-experts,ja,www2/ja/about-our-experts.html,0,0,0,Type non classe automatiquement
/ja/about,ja,www2/ja/about.html,0,0,0,Type non classe automatiquement
/ja/argentina-visa-extension,ja,www2/ja/argentina-visa-extension.html,0,0,0,Type non classe automatiquement
/ja/australia-eta,ja,www2/ja/australia-eta.html,0,0,0,Type non classe automatiquement
/ja/australia-visa-extension,ja,www2/ja/australia-visa-extension.html,0,0,0,Type non classe automatiquement
/ja/austria-visa-extension,ja,www2/ja/austria-visa-extension.html,0,0,0,Type non classe automatiquement
/ja/belgium-visa-extension,ja,www2/ja/belgium-visa-extension.html,0,0,0,Type non classe automatiquement
/ja/best-countries-digital-nomads-2026,ja,www2/ja/best-countries-digital-nomads-2026.html,0,0,0,Type non classe automatiquement
/ja/brazil-evisa,ja,www2/ja/brazil-evisa.html,0,0,0,Type non classe automatiquement
/ja/brazil-visa-extension,ja,www2/ja/brazil-visa-extension.html,0,0,0,Type non classe automatiquement
/ja/cambodia-evisa,ja,www2/ja/cambodia-evisa.html,0,0,0,Type non classe automatiquement
/ja/canada-visa-extension,ja,www2/ja/canada-visa-extension.html,0,0,0,Type non classe automatiquement
/ja/cheapest-countries-to-retire-abroad-2026,ja,www2/ja/cheapest-countries-to-retire-abroad-2026.html,0,0,0,Type non classe automatiquement
/ja/china-evisa,ja,www2/ja/china-evisa.html,0,0,0,Type non classe automatiquement
/ja/china-visa-extension,ja,www2/ja/china-visa-extension.html,0,0,0,Type non classe automatiquement
/ja/colombia-visa-extension,ja,www2/ja/colombia-visa-extension.html,0,0,0,Type non classe automatiquement
