file,locale,clean_url,proposed_action,reason,decision,decision_reason,gsc_clicks,gsc_impressions,gsc_position
www2/ar/argentina-visa-for-indonesian-citizens.html,ar,/ar/argentina-visa-for-indonesian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-japanese-citizens.html,ar,/ar/argentina-visa-for-japanese-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-korean-citizens.html,ar,/ar/argentina-visa-for-korean-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-mexican-citizens.html,ar,/ar/argentina-visa-for-mexican-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-nigerian-citizens.html,ar,/ar/argentina-visa-for-nigerian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-philippine-citizens.html,ar,/ar/argentina-visa-for-philippine-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-russian-citizens.html,ar,/ar/argentina-visa-for-russian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-singaporean-citizens.html,ar,/ar/argentina-visa-for-singaporean-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-south-african-citizens.html,ar,/ar/argentina-visa-for-south-african-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-turkish-citizens.html,ar,/ar/argentina-visa-for-turkish-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-uk-citizens.html,ar,/ar/argentina-visa-for-uk-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-for-us-citizens.html,ar,/ar/argentina-visa-for-us-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/argentina-visa-processing-time.html,ar,/ar/argentina-visa-processing-time,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/argentina-visa-requirements.html,ar,/ar/argentina-visa-requirements,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/australia-eta.html,ar,/ar/australia-eta,MANUAL_REVIEW,Type non classé automatiquement.,HUMAN_REVIEW,Type non classe automatiquement,0,0,0
www2/ar/australia-visa-extension.html,ar,/ar/australia-visa-extension,MANUAL_REVIEW,Type non classé automatiquement.,HUMAN_REVIEW,Type non classe automatiquement,0,0,0
www2/ar/australia-visa-fees.html,ar,/ar/australia-visa-fees,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/australia-visa-for-argentinian-citizens.html,ar,/ar/australia-visa-for-argentinian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-brazilian-citizens.html,ar,/ar/australia-visa-for-brazilian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-canadian-citizens.html,ar,/ar/australia-visa-for-canadian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-chinese-citizens.html,ar,/ar/australia-visa-for-chinese-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-french-citizens.html,ar,/ar/australia-visa-for-french-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-german-citizens.html,ar,/ar/australia-visa-for-german-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-indian-citizens.html,ar,/ar/australia-visa-for-indian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-indonesian-citizens.html,ar,/ar/australia-visa-for-indonesian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-japanese-citizens.html,ar,/ar/australia-visa-for-japanese-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-korean-citizens.html,ar,/ar/australia-visa-for-korean-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-mexican-citizens.html,ar,/ar/australia-visa-for-mexican-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-new-zealand-citizens.html,ar,/ar/australia-visa-for-new-zealand-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-nigerian-citizens.html,ar,/ar/australia-visa-for-nigerian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-philippine-citizens.html,ar,/ar/australia-visa-for-philippine-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-russian-citizens.html,ar,/ar/australia-visa-for-russian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,KEEP,"Historique GSC : 2 clics, 124 impressions",2,124,9.85
www2/ar/australia-visa-for-singaporean-citizens.html,ar,/ar/australia-visa-for-singaporean-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-south-african-citizens.html,ar,/ar/australia-visa-for-south-african-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-turkish-citizens.html,ar,/ar/australia-visa-for-turkish-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-uk-citizens.html,ar,/ar/australia-visa-for-uk-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-for-us-citizens.html,ar,/ar/australia-visa-for-us-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/australia-visa-processing-time.html,ar,/ar/australia-visa-processing-time,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/australia-visa-requirements.html,ar,/ar/australia-visa-requirements,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/austria-visa-extension.html,ar,/ar/austria-visa-extension,MANUAL_REVIEW,Type non classé automatiquement.,HUMAN_REVIEW,Type non classe automatiquement,0,0,0
www2/ar/austria-visa-fees.html,ar,/ar/austria-visa-fees,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/austria-visa-for-argentinian-citizens.html,ar,/ar/austria-visa-for-argentinian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-australian-citizens.html,ar,/ar/austria-visa-for-australian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-brazilian-citizens.html,ar,/ar/austria-visa-for-brazilian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-canadian-citizens.html,ar,/ar/austria-visa-for-canadian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-chinese-citizens.html,ar,/ar/austria-visa-for-chinese-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-french-citizens.html,ar,/ar/austria-visa-for-french-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-german-citizens.html,ar,/ar/austria-visa-for-german-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-indian-citizens.html,ar,/ar/austria-visa-for-indian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-indonesian-citizens.html,ar,/ar/austria-visa-for-indonesian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,KEEP,"Historique GSC : 2 clics, 46 impressions",2,46,8.26
www2/ar/austria-visa-for-japanese-citizens.html,ar,/ar/austria-visa-for-japanese-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-korean-citizens.html,ar,/ar/austria-visa-for-korean-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-mexican-citizens.html,ar,/ar/austria-visa-for-mexican-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-nigerian-citizens.html,ar,/ar/austria-visa-for-nigerian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-philippine-citizens.html,ar,/ar/austria-visa-for-philippine-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-russian-citizens.html,ar,/ar/austria-visa-for-russian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-singaporean-citizens.html,ar,/ar/austria-visa-for-singaporean-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-south-african-citizens.html,ar,/ar/austria-visa-for-south-african-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-turkish-citizens.html,ar,/ar/austria-visa-for-turkish-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-uk-citizens.html,ar,/ar/austria-visa-for-uk-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-for-us-citizens.html,ar,/ar/austria-visa-for-us-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/austria-visa-processing-time.html,ar,/ar/austria-visa-processing-time,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/austria-visa-requirements.html,ar,/ar/austria-visa-requirements,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/belgium-visa-extension.html,ar,/ar/belgium-visa-extension,MANUAL_REVIEW,Type non classé automatiquement.,HUMAN_REVIEW,Type non classe automatiquement,0,0,0
www2/ar/belgium-visa-fees.html,ar,/ar/belgium-visa-fees,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/belgium-visa-for-argentinian-citizens.html,ar,/ar/belgium-visa-for-argentinian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-australian-citizens.html,ar,/ar/belgium-visa-for-australian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-brazilian-citizens.html,ar,/ar/belgium-visa-for-brazilian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-canadian-citizens.html,ar,/ar/belgium-visa-for-canadian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-chinese-citizens.html,ar,/ar/belgium-visa-for-chinese-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-french-citizens.html,ar,/ar/belgium-visa-for-french-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-german-citizens.html,ar,/ar/belgium-visa-for-german-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-indian-citizens.html,ar,/ar/belgium-visa-for-indian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-indonesian-citizens.html,ar,/ar/belgium-visa-for-indonesian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-japanese-citizens.html,ar,/ar/belgium-visa-for-japanese-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-korean-citizens.html,ar,/ar/belgium-visa-for-korean-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-mexican-citizens.html,ar,/ar/belgium-visa-for-mexican-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-nigerian-citizens.html,ar,/ar/belgium-visa-for-nigerian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-philippine-citizens.html,ar,/ar/belgium-visa-for-philippine-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-russian-citizens.html,ar,/ar/belgium-visa-for-russian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-singaporean-citizens.html,ar,/ar/belgium-visa-for-singaporean-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-south-african-citizens.html,ar,/ar/belgium-visa-for-south-african-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-turkish-citizens.html,ar,/ar/belgium-visa-for-turkish-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-uk-citizens.html,ar,/ar/belgium-visa-for-uk-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-for-us-citizens.html,ar,/ar/belgium-visa-for-us-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/belgium-visa-processing-time.html,ar,/ar/belgium-visa-processing-time,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,KEEP,"Historique GSC : 5 clics, 732 impressions",5,732,8.93
www2/ar/belgium-visa-requirements.html,ar,/ar/belgium-visa-requirements,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/bermuda-visa-requirements.html,ar,/ar/bermuda-visa-requirements,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/best-countries-digital-nomads-2026.html,ar,/ar/best-countries-digital-nomads-2026,MANUAL_REVIEW,Type non classé automatiquement.,HUMAN_REVIEW,Type non classe automatiquement,0,0,0
www2/ar/brazil-evisa.html,ar,/ar/brazil-evisa,MANUAL_REVIEW,Type non classé automatiquement.,HUMAN_REVIEW,Type non classe automatiquement,0,0,0
www2/ar/brazil-visa-extension.html,ar,/ar/brazil-visa-extension,MANUAL_REVIEW,Type non classé automatiquement.,HUMAN_REVIEW,Type non classe automatiquement,0,0,0
www2/ar/brazil-visa-fees.html,ar,/ar/brazil-visa-fees,MERGE_CANDIDATE,Intention fortement chevauchante avec le hub visa destination ; envisager fusion dans le hub.,MERGE,Intention chevauchante avec le hub destination,0,0,0
www2/ar/brazil-visa-for-argentinian-citizens.html,ar,/ar/brazil-visa-for-argentinian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
www2/ar/brazil-visa-for-australian-citizens.html,ar,/ar/brazil-visa-for-australian-citizens,REVIEW_CONSOLIDATE,Famille matricielle destination × nationalité ; principal risque de contenu répétitif.,REVIEW_CONSOLIDATE,Matrice destination x nationalite : analyse de regime requise,0,0,0
