url,locale,regles
/ar/norway-visa-for-singaporean-citizens,ar,tarif_eur7 x1
/ar/norway-visa-for-uk-citizens,ar,tarif_eur7 x1
/ar/norway-visa-for-us-citizens,ar,tarif_eur7 x1
/ar/portugal-visa-for-brazilian-citizens,ar,tarif_eur7 x1
/ar/portugal-visa-for-japanese-citizens,ar,tarif_eur7 x1
/ar/portugal-visa-for-mexican-citizens,ar,tarif_eur7 x1
/ar/portugal-visa-for-singaporean-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-argentinian-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-australian-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-brazilian-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-canadian-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-japanese-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-korean-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-mexican-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-singaporean-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-uk-citizens,ar,tarif_eur7 x1
/ar/sweden-visa-for-us-citizens,ar,tarif_eur7 x1
/ar/visa-austria,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-belgium,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-bulgaria,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-croatia,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-cyprus,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-czech-republic,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-denmark,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-finland,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-france,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-free-countries-australia-passport,ar,reg_en x3
/ar/visa-free-countries-brazil-passport,ar,reg_en x5
/ar/visa-free-countries-canada-passport,ar,reg_en x3
/ar/visa-free-countries-japan-passport,ar,reg_en x4
/ar/visa-free-countries-uae-passport,ar,reg_en x4
/ar/visa-free-countries-uk-passport,ar,reg_en x5
/ar/visa-free-countries-us-passport,ar,reg_en x5
/ar/visa-germany,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-greece,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-hungary,ar,date_ar2 x1
/ar/visa-iceland,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-italy,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-liechtenstein,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-luxembourg,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-netherlands,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-norway,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-poland,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-portugal,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-romania,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-slovakia,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-slovenia,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-spain,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-sweden,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/ar/visa-switzerland,ar,date_ar1 x1; date_ar2 x1; date_ar3 x1
/en/denmark-visa-for-argentinian-citizens,en,tarif_e7 x1
/en/denmark-visa-for-australian-citizens,en,tarif_e7 x1
/en/denmark-visa-for-brazilian-citizens,en,tarif_e7 x1
/en/denmark-visa-for-canadian-citizens,en,tarif_e7 x1
/en/denmark-visa-for-japanese-citizens,en,tarif_e7 x1
/en/denmark-visa-for-korean-citizens,en,tarif_e7 x1
/en/denmark-visa-for-mexican-citizens,en,tarif_e7 x1
/en/denmark-visa-for-singaporean-citizens,en,tarif_e7 x1
/en/denmark-visa-for-uk-citizens,en,tarif_e7 x1
/en/denmark-visa-for-us-citizens,en,tarif_e7 x1
/en/expat-guide-france,en,reg_en x2
/en/expat-guide-malta,en,reg_en x2
/en/france-visa-requirements,en,tarif_eur7 x1
/en/germany-visa-for-australian-citizens,en,dom3 x2
/en/germany-visa-for-brazilian-citizens,en,dom3 x2
/en/germany-visa-for-canadian-citizens,en,dom3 x2
/en/germany-visa-for-japanese-citizens,en,dom3 x2
/en/germany-visa-for-korean-citizens,en,dom3 x2
/en/germany-visa-for-singaporean-citizens,en,dom3 x2
/en/germany-visa-for-uk-citizens,en,dom3 x2
/en/germany-visa-for-us-citizens,en,dom3 x2
/en/hungary-visa-for-argentinian-citizens,en,tarif_eur7 x2
/en/hungary-visa-for-australian-citizens,en,tarif_eur7 x2
/en/hungary-visa-for-brazilian-citizens,en,tarif_eur7 x2
/en/hungary-visa-for-canadian-citizens,en,tarif_eur7 x2
/en/hungary-visa-for-japanese-citizens,en,tarif_eur7 x2
/en/hungary-visa-for-korean-citizens,en,tarif_eur7 x2
/en/hungary-visa-for-mexican-citizens,en,tarif_eur7 x2
/en/hungary-visa-for-singaporean-citizens,en,tarif_eur7 x2
/en/hungary-visa-for-uk-citizens,en,tarif_eur7 x2
/en/hungary-visa-for-us-citizens,en,tarif_eur7 x2
/en/italy-visa-for-argentinian-citizens,en,dom3 x2
/en/italy-visa-for-australian-citizens,en,dom3 x2
/en/italy-visa-for-brazilian-citizens,en,dom3 x2
/en/italy-visa-for-canadian-citizens,en,dom3 x2
/en/italy-visa-for-japanese-citizens,en,dom3 x2
/en/italy-visa-for-korean-citizens,en,dom3 x2
/en/italy-visa-for-mexican-citizens,en,dom3 x2
/en/italy-visa-for-singaporean-citizens,en,dom3 x2
/en/italy-visa-for-uk-citizens,en,dom3 x2
/en/italy-visa-for-us-citizens,en,dom3 x2
/en/norway-visa-for-argentinian-citizens,en,dom1 x1
/en/norway-visa-for-australian-citizens,en,dom1 x1
/en/norway-visa-for-brazilian-citizens,en,dom1 x1
/en/norway-visa-for-canadian-citizens,en,dom1 x1
/en/norway-visa-for-japanese-citizens,en,dom1 x1
/en/norway-visa-for-korean-citizens,en,dom1 x1
/en/norway-visa-for-mexican-citizens,en,dom1 x1
/en/norway-visa-for-singaporean-citizens,en,dom1 x1
/en/norway-visa-for-uk-citizens,en,dom1 x1
/en/norway-visa-for-us-citizens,en,dom1 x1
/en/poland-visa-for-argentinian-citizens,en,tarif_eur7 x2
/en/poland-visa-for-australian-citizens,en,tarif_eur7 x2
/en/poland-visa-for-brazilian-citizens,en,tarif_eur7 x2
/en/poland-visa-for-canadian-citizens,en,tarif_eur7 x2
/en/poland-visa-for-japanese-citizens,en,tarif_eur7 x2
/en/poland-visa-for-korean-citizens,en,tarif_eur7 x2
/en/poland-visa-for-mexican-citizens,en,tarif_eur7 x2
/en/poland-visa-for-singaporean-citizens,en,tarif_eur7 x2
/en/poland-visa-for-uk-citizens,en,tarif_eur7 x2
/en/poland-visa-for-us-citizens,en,tarif_eur7 x2
/en/spain-visa-for-argentinian-citizens,en,dom3 x2
/en/spain-visa-for-australian-citizens,en,dom3 x2
/en/spain-visa-for-brazilian-citizens,en,dom3 x2
/en/spain-visa-for-canadian-citizens,en,dom3 x2
/en/spain-visa-for-japanese-citizens,en,dom3 x2
/en/spain-visa-for-korean-citizens,en,dom3 x2
/en/spain-visa-for-mexican-citizens,en,dom3 x2
/en/spain-visa-for-singaporean-citizens,en,dom3 x2
/en/spain-visa-for-uk-citizens,en,dom3 x2
/en/spain-visa-for-us-citizens,en,dom3 x2
/en/sweden-visa-for-argentinian-citizens,en,dom1 x1
/en/sweden-visa-for-australian-citizens,en,dom1 x1
/en/sweden-visa-for-brazilian-citizens,en,dom1 x1
/en/sweden-visa-for-canadian-citizens,en,dom1 x1
/en/sweden-visa-for-japanese-citizens,en,dom1 x1
/en/sweden-visa-for-korean-citizens,en,dom1 x1
/en/sweden-visa-for-mexican-citizens,en,dom1 x1
/en/sweden-visa-for-singaporean-citizens,en,dom1 x1
/en/sweden-visa-for-uk-citizens,en,dom1 x1
/en/sweden-visa-for-us-citizens,en,dom1 x1
/en/visa-austria,en,date_en1 x1; date_en2 x1; date_en3 x1
/en/visa-belgium,en,date_en1 x1; date_en2 x1; date_en3 x1
/en/visa-bulgaria,en,date_en1 x1
/en/visa-croatia,en,date_en1 x1; date_en2 x1
/en/visa-czech-republic,en,date_en1 x1; date_en2 x1
/en/visa-denmark,en,date_en1 x1; date_en2 x1
/en/visa-finland,en,date_en1 x1
/en/visa-france,en,date_en1 x1; date_en2 x1; date_en3 x1
/en/visa-free-countries-australia-passport,en,reg_en x3
/en/visa-free-countries-brazil-passport,en,reg_en x5
/en/visa-free-countries-canada-passport,en,reg_en x3
/en/visa-free-countries-japan-passport,en,reg_en x4
/en/visa-free-countries-uae-passport,en,reg_en x4
/en/visa-free-countries-uk-passport,en,reg_en x5
/en/visa-free-countries-us-passport,en,reg_en x5
/en/visa-germany,en,date_en1 x1; date_en2 x1; date_en3 x1
/en/visa-greece,en,date_en1 x1; date_en2 x1; date_en3 x1
/en/visa-hungary,en,date_en1 x1; date_en2 x1
/en/visa-iceland,en,date_en1 x1
/en/visa-ireland,en,tarif_e7 x1
/en/visa-italy,en,date_en1 x1; date_en2 x1; date_en3 x1
/en/visa-liechtenstein,en,date_en1 x1
/en/visa-luxembourg,en,date_en1 x1
/en/visa-netherlands,en,date_en1 x1; date_en2 x1; date_en3 x1
/en/visa-norway,en,date_en1 x1; date_en2 x1
/en/visa-poland,en,date_en1 x1; date_en2 x1
/en/visa-portugal,en,date_en1 x1; date_en2 x1; date_en3 x1
/en/visa-romania,en,date_en1 x1; date_en2 x1
/en/visa-slovakia,en,date_en1 x1
/en/visa-slovenia,en,date_en1 x1
/en/visa-spain,en,date_en1 x1; date_en2 x1; date_en3 x1
/en/visa-sweden,en,date_en1 x1; date_en2 x1
/en/visa-switzerland,en,date_en1 x1; date_en2 x1; date_en3 x1
/es/austria-visa-for-argentinian-citizens,es,tarif_e7 x1
/es/austria-visa-for-australian-citizens,es,tarif_e7 x1
/es/austria-visa-for-brazilian-citizens,es,tarif_e7 x1
/es/austria-visa-for-canadian-citizens,es,tarif_e7 x1
/es/austria-visa-for-japanese-citizens,es,tarif_e7 x1
/es/austria-visa-for-korean-citizens,es,tarif_e7 x1
/es/austria-visa-for-mexican-citizens,es,tarif_e7 x1
/es/austria-visa-for-singaporean-citizens,es,tarif_e7 x1
/es/austria-visa-for-uk-citizens,es,tarif_e7 x1
/es/austria-visa-for-us-citizens,es,tarif_e7 x1
/es/croatia-visa-for-argentinian-citizens,es,tarif_e7 x1
/es/croatia-visa-for-australian-citizens,es,tarif_e7 x1
/es/croatia-visa-for-brazilian-citizens,es,tarif_e7 x1
/es/croatia-visa-for-canadian-citizens,es,tarif_e7 x1
/es/croatia-visa-for-japanese-citizens,es,tarif_e7 x1
/es/croatia-visa-for-korean-citizens,es,tarif_e7 x1
/es/croatia-visa-for-mexican-citizens,es,tarif_e7 x1
/es/croatia-visa-for-singaporean-citizens,es,tarif_e7 x1
/es/croatia-visa-for-uk-citizens,es,tarif_e7 x1
/es/croatia-visa-for-us-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-argentinian-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-australian-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-brazilian-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-canadian-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-japanese-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-korean-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-mexican-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-singaporean-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-uk-citizens,es,tarif_e7 x1
/es/czech-republic-visa-for-us-citizens,es,tarif_e7 x1
/es/denmark-visa-for-argentinian-citizens,es,tarif_e7 x1
/es/denmark-visa-for-australian-citizens,es,tarif_e7 x1
/es/denmark-visa-for-brazilian-citizens,es,tarif_e7 x1
/es/denmark-visa-for-canadian-citizens,es,tarif_e7 x1
/es/denmark-visa-for-japanese-citizens,es,tarif_e7 x1
/es/denmark-visa-for-korean-citizens,es,tarif_e7 x1
/es/denmark-visa-for-mexican-citizens,es,tarif_e7 x1
/es/denmark-visa-for-singaporean-citizens,es,tarif_e7 x1
/es/denmark-visa-for-uk-citizens,es,tarif_e7 x1
/es/denmark-visa-for-us-citizens,es,tarif_e7 x1
/es/germany-visa-for-australian-citizens,es,dom3 x5
/es/germany-visa-for-brazilian-citizens,es,dom3 x5
/es/germany-visa-for-canadian-citizens,es,dom3 x5
/es/germany-visa-for-japanese-citizens,es,dom3 x5
/es/germany-visa-for-korean-citizens,es,dom3 x5
/es/germany-visa-for-singaporean-citizens,es,dom3 x5
/es/germany-visa-for-uk-citizens,es,dom3 x5
/es/germany-visa-for-us-citizens,es,dom3 x5
/es/greece-visa-for-argentinian-citizens,es,tarif_eur7 x1
/es/greece-visa-for-australian-citizens,es,tarif_eur7 x1
/es/greece-visa-for-brazilian-citizens,es,tarif_eur7 x1
/es/greece-visa-for-canadian-citizens,es,tarif_eur7 x1
/es/greece-visa-for-japanese-citizens,es,tarif_eur7 x1
/es/greece-visa-for-korean-citizens,es,tarif_eur7 x1
/es/greece-visa-for-mexican-citizens,es,tarif_eur7 x1
/es/greece-visa-for-singaporean-citizens,es,tarif_eur7 x1
/es/greece-visa-for-uk-citizens,es,tarif_eur7 x1
/es/greece-visa-for-us-citizens,es,tarif_eur7 x1
/es/hungary-visa-for-argentinian-citizens,es,tarif_eur7 x2
/es/hungary-visa-for-australian-citizens,es,tarif_eur7 x2
/es/hungary-visa-for-brazilian-citizens,es,tarif_eur7 x2
/es/hungary-visa-for-canadian-citizens,es,tarif_eur7 x2
/es/hungary-visa-for-japanese-citizens,es,tarif_eur7 x2
/es/hungary-visa-for-korean-citizens,es,tarif_eur7 x2
/es/hungary-visa-for-mexican-citizens,es,tarif_eur7 x2
/es/hungary-visa-for-singaporean-citizens,es,tarif_eur7 x2
/es/hungary-visa-for-uk-citizens,es,tarif_eur7 x2
/es/hungary-visa-for-us-citizens,es,tarif_eur7 x2
/es/italy-visa-for-argentinian-citizens,es,dom3 x1
/es/italy-visa-for-australian-citizens,es,dom3 x1
/es/italy-visa-for-brazilian-citizens,es,dom3 x1
/es/italy-visa-for-canadian-citizens,es,dom3 x1
/es/italy-visa-for-japanese-citizens,es,dom3 x1
/es/italy-visa-for-korean-citizens,es,dom3 x1
/es/italy-visa-for-mexican-citizens,es,dom3 x1
/es/italy-visa-for-singaporean-citizens,es,dom3 x1
/es/italy-visa-for-uk-citizens,es,dom3 x1
/es/italy-visa-for-us-citizens,es,dom3 x1
/es/norway-visa-for-argentinian-citizens,es,dom1 x3
/es/norway-visa-for-australian-citizens,es,dom1 x3
/es/norway-visa-for-brazilian-citizens,es,dom1 x3
/es/norway-visa-for-canadian-citizens,es,dom1 x3
/es/norway-visa-for-japanese-citizens,es,dom1 x3
/es/norway-visa-for-korean-citizens,es,dom1 x3
/es/norway-visa-for-mexican-citizens,es,dom1 x3
/es/norway-visa-for-singaporean-citizens,es,dom1 x3
/es/norway-visa-for-uk-citizens,es,dom1 x3
/es/norway-visa-for-us-citizens,es,dom1 x3
/es/poland-visa-for-argentinian-citizens,es,tarif_eur7 x2
/es/poland-visa-for-australian-citizens,es,tarif_eur7 x2
/es/poland-visa-for-brazilian-citizens,es,tarif_eur7 x2
/es/poland-visa-for-canadian-citizens,es,tarif_eur7 x2
/es/poland-visa-for-japanese-citizens,es,tarif_eur7 x2
/es/poland-visa-for-korean-citizens,es,tarif_eur7 x2
/es/poland-visa-for-mexican-citizens,es,tarif_eur7 x2
/es/poland-visa-for-singaporean-citizens,es,tarif_eur7 x2
/es/poland-visa-for-uk-citizens,es,tarif_eur7 x2
/es/poland-visa-for-us-citizens,es,tarif_eur7 x2
/es/portugal-visa-for-argentinian-citizens,es,tarif_eur7 x1
/es/portugal-visa-for-australian-citizens,es,tarif_eur7 x1
/es/portugal-visa-for-brazilian-citizens,es,tarif_eur7 x1
/es/portugal-visa-for-canadian-citizens,es,tarif_eur7 x1
/es/portugal-visa-for-japanese-citizens,es,tarif_eur7 x1
/es/portugal-visa-for-korean-citizens,es,tarif_eur7 x1
/es/portugal-visa-for-mexican-citizens,es,tarif_eur7 x1
/es/portugal-visa-for-singaporean-citizens,es,tarif_eur7 x1
/es/portugal-visa-for-uk-citizens,es,tarif_eur7 x1
/es/portugal-visa-for-us-citizens,es,tarif_eur7 x1
/es/spain-visa-for-argentinian-citizens,es,dom3 x1
/es/spain-visa-for-australian-citizens,es,dom3 x1
/es/spain-visa-for-brazilian-citizens,es,dom3 x1
/es/spain-visa-for-canadian-citizens,es,dom3 x1
/es/spain-visa-for-japanese-citizens,es,dom3 x1
/es/spain-visa-for-korean-citizens,es,dom3 x1
/es/spain-visa-for-mexican-citizens,es,dom3 x1
/es/spain-visa-for-singaporean-citizens,es,dom3 x1
/es/spain-visa-for-uk-citizens,es,dom3 x1
/es/spain-visa-for-us-citizens,es,dom3 x1
/es/sweden-visa-for-argentinian-citizens,es,dom1 x3
/es/sweden-visa-for-australian-citizens,es,dom1 x3
/es/sweden-visa-for-brazilian-citizens,es,dom1 x3
/es/sweden-visa-for-canadian-citizens,es,dom1 x3
/es/sweden-visa-for-japanese-citizens,es,dom1 x3
/es/sweden-visa-for-korean-citizens,es,dom1 x3
/es/sweden-visa-for-mexican-citizens,es,dom1 x3
/es/sweden-visa-for-singaporean-citizens,es,dom1 x3
/es/sweden-visa-for-uk-citizens,es,dom1 x3
/es/sweden-visa-for-us-citizens,es,dom1 x3
/es/switzerland-visa-for-argentinian-citizens,es,tarif_e7 x1
/es/switzerland-visa-for-australian-citizens,es,tarif_e7 x1
/es/switzerland-visa-for-brazilian-citizens,es,tarif_e7 x1
/es/switzerland-visa-for-canadian-citizens,es,tarif_e7 x1
/es/switzerland-visa-for-japanese-citizens,es,tarif_e7 x1
/es/switzerland-visa-for-korean-citizens,es,tarif_e7 x1
/es/switzerland-visa-for-mexican-citizens,es,tarif_e7 x1
/es/switzerland-visa-for-singaporean-citizens,es,tarif_e7 x1
/es/switzerland-visa-for-uk-citizens,es,tarif_e7 x1
/es/switzerland-visa-for-us-citizens,es,tarif_e7 x1
/es/visa-austria,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-belgium,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-bulgaria,es,date_es1 x1; date_es2 x1
/es/visa-croatia,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-cyprus,es,date_es2 x1
/es/visa-czech-republic,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-denmark,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-finland,es,date_es1 x1; date_es2 x1; date_es4 x1
/es/visa-france,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-free-countries-australia-passport,es,reg_es x3
/es/visa-free-countries-brazil-passport,es,reg_es x5
/es/visa-free-countries-canada-passport,es,reg_es x3
/es/visa-free-countries-japan-passport,es,reg_es x4
/es/visa-free-countries-uae-passport,es,reg_es x4
/es/visa-free-countries-uk-passport,es,reg_es x5
/es/visa-free-countries-us-passport,es,reg_es x5
/es/visa-germany,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-greece,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-hungary,es,date_es1 x1; date_es2 x1; date_es3 x1
/es/visa-iceland,es,date_es1 x1; date_es2 x1
/es/visa-ireland,es,tarif_e7 x1
/es/visa-italy,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-liechtenstein,es,date_es1 x1; date_es2 x1
/es/visa-luxembourg,es,date_es1 x1; date_es2 x1
/es/visa-netherlands,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-norway,es,date_es1 x1; date_es2 x1; date_es3 x1
/es/visa-poland,es,date_es1 x1; date_es2 x1; date_es3 x1
/es/visa-portugal,es,date_es1 x1; date_es2 x1; date_es3 x1
/es/visa-romania,es,date_es1 x1; date_es2 x1; date_es3 x1
/es/visa-slovakia,es,date_es1 x1; date_es2 x1
/es/visa-slovenia,es,date_es1 x1; date_es2 x1
/es/visa-spain,es,date_es1 x1; date_es2 x1; date_es3 x1; date_es4 x1
/es/visa-sweden,es,date_es1 x1; date_es2 x1; date_es3 x1
/es/visa-switzerland,es,date_es1 x1; date_es2 x1; date_es3 x1
/fr/austria-visa-for-argentinian-citizens,fr,reg_fr2 x1
/fr/austria-visa-for-australian-citizens,fr,reg_fr2 x1
/fr/austria-visa-for-brazilian-citizens,fr,reg_fr2 x1
/fr/austria-visa-for-canadian-citizens,fr,reg_fr2 x1
/fr/austria-visa-for-japanese-citizens,fr,reg_fr2 x1
/fr/austria-visa-for-korean-citizens,fr,reg_fr2 x1
/fr/austria-visa-for-mexican-citizens,fr,reg_fr2 x1
/fr/austria-visa-for-singaporean-citizens,fr,reg_fr2 x1
/fr/austria-visa-for-uk-citizens,fr,reg_fr2 x1
/fr/austria-visa-for-us-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-argentinian-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-australian-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-brazilian-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-canadian-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-french-citizens,fr,reg_fr x1
/fr/croatia-visa-for-german-citizens,fr,reg_fr x1
/fr/croatia-visa-for-japanese-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-korean-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-mexican-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-singaporean-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-uk-citizens,fr,reg_fr2 x1
/fr/croatia-visa-for-us-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-argentinian-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-australian-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-brazilian-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-canadian-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-french-citizens,fr,reg_fr x1
/fr/czech-republic-visa-for-german-citizens,fr,reg_fr x1
/fr/czech-republic-visa-for-japanese-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-korean-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-mexican-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-singaporean-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-uk-citizens,fr,reg_fr2 x1
/fr/czech-republic-visa-for-us-citizens,fr,reg_fr2 x1
/fr/denmark-visa-for-argentinian-citizens,fr,tarif_7e x1
/fr/denmark-visa-for-australian-citizens,fr,tarif_7e x1
/fr/denmark-visa-for-brazilian-citizens,fr,tarif_7e x1
/fr/denmark-visa-for-canadian-citizens,fr,tarif_7e x1
/fr/denmark-visa-for-japanese-citizens,fr,tarif_7e x1
/fr/denmark-visa-for-korean-citizens,fr,tarif_7e x1
/fr/denmark-visa-for-mexican-citizens,fr,tarif_7e x1
/fr/denmark-visa-for-singaporean-citizens,fr,tarif_7e x1
/fr/denmark-visa-for-uk-citizens,fr,tarif_7e x1
/fr/denmark-visa-for-us-citizens,fr,tarif_7e x1
/fr/france-visa-for-argentinian-citizens,fr,reg_fr2 x1
/fr/france-visa-for-australian-citizens,fr,reg_fr2 x1
/fr/france-visa-for-brazilian-citizens,fr,reg_fr2 x1
/fr/france-visa-for-canadian-citizens,fr,reg_fr2 x1
/fr/france-visa-for-japanese-citizens,fr,reg_fr2 x1
/fr/france-visa-for-korean-citizens,fr,reg_fr2 x1
/fr/france-visa-for-mexican-citizens,fr,reg_fr2 x1
/fr/france-visa-for-singaporean-citizens,fr,reg_fr2 x1
/fr/france-visa-for-uk-citizens,fr,reg_fr2 x1
/fr/france-visa-for-us-citizens,fr,reg_fr2 x1
/fr/germany-visa-for-australian-citizens,fr,dom3 x1; dom4 x1
/fr/germany-visa-for-brazilian-citizens,fr,dom3 x1; dom4 x1
/fr/germany-visa-for-canadian-citizens,fr,dom3 x1; dom4 x1
/fr/germany-visa-for-japanese-citizens,fr,dom3 x1; dom4 x1
/fr/germany-visa-for-korean-citizens,fr,dom3 x1; dom4 x1
/fr/germany-visa-for-singaporean-citizens,fr,dom3 x1; dom4 x1
/fr/germany-visa-for-uk-citizens,fr,dom3 x1; dom4 x1
/fr/germany-visa-for-us-citizens,fr,dom3 x1; dom4 x1
/fr/ireland-visa-for-argentinian-citizens,fr,reg_fr x1
/fr/ireland-visa-for-australian-citizens,fr,reg_fr x1
/fr/ireland-visa-for-brazilian-citizens,fr,reg_fr x1
/fr/ireland-visa-for-canadian-citizens,fr,reg_fr x1
/fr/ireland-visa-for-japanese-citizens,fr,reg_fr x1
